順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,6181,タメニー(株),東証GRT,100,+30,42.86,"734,100",2026/06/24
2,2,6897,(株)ツインバード,東証STD,730,+179,32.49,"1,503,700",2026/06/24
3,3,6740,(株)ジャパンディスプレイ,東証PRM,60,+11,22.45,"88,839,700",2026/06/24
4,4,584A,ＬｉＮＫＸ(株),東証GRT,"1,675",+300,21.82,"39,600",2026/06/24
5,5,4664,ＲＳＣ,東証STD,910,+150,19.74,"93,000",2026/06/24
6,6,9256,(株)サクシード,東証GRT,"4,440",+700,18.72,"359,400",2026/06/24
7,7,9854,愛眼(株),東証STD,255,+35,15.91,"1,430,000",2026/06/24
8,8,281A,インフォメティス(株),東証GRT,737,+100,15.7,"475,900",2026/06/24
9,9,5367,(株)ニッカトー,東証STD,"1,917",+255,15.34,"3,333,800",2026/06/24
10,10,6977,(株)日本抵抗器製作所,東証STD,"1,382",+182,15.17,"84,400",2026/06/24
11,11,6753,シャープ(株),東証PRM,665.5,+87.5,15.14,"11,892,500",2026/06/24
12,12,2961,日本調理機(株),東証STD,"5,620",+700,14.23,"4,100",2026/06/24
13,13,7878,(株)光・彩,東証STD,"1,407",+169,13.65,"36,100",2026/06/24
14,14,9229,(株)サンウェルズ,東証PRM,127,+15,13.39,"4,206,800",2026/06/24
15,15,5721,エスクリプトエナジー(株),東証STD,56,+6,12.0,"11,713,700",2026/06/24
16,16,242A,(株)リプライオリティ,福岡Q,569,+56,10.92,"5,700",2026/06/24
17,17,581A,ＧＯ(株),東証GRT,"2,431",+234,10.65,"7,478,000",2026/06/24
18,18,460A,ＢＲＡＮＵ(株),東証GRT,944,+87,10.15,"38,900",2026/06/24
19,19,4179,(株)ジーネクスト,東証GRT,502,+45,9.85,"1,099,000",2026/06/24
20,20,3544,サツドラホールディングス(株),東証STD,"1,222",+109,9.79,"1,300,100",2026/06/24
21,21,4882,(株)ペルセウスプロテオミクス,東証GRT,158,+14,9.72,"3,555,100",2026/06/24
22,22,5216,(株)倉元製作所,東証STD,168,+14,9.09,"3,555,400",2026/06/24
23,23,3997,(株)トレードワークス,東証STD,331,+26,8.52,"483,200",2026/06/24
24,24,7245,大同メタル工業(株),東証PRM,"1,675",+130,8.41,"1,803,200",2026/06/24
25,25,141A,(株)トライアルホールディングス,東証GRT,"3,035",+232,8.28,"1,854,100",2026/06/24
26,26,3565,アセンテック(株),東証STD,376,+27,7.74,"646,300",2026/06/24
