順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,8798,(株)アドバンスクリエイト,東証PRM,140,-34,-19.54,"857,500",2026/09/24
2,2,3070,(株)ジェリービーンズグループ,東証GRT,44,-9,-16.98,"4,254,800",2026/09/24
3,3,4875,メディシノバ,東証STD外国,405,-80,-16.49,"471,000",2026/09/24
4,4,7689,(株)コパ・コーポレーション,東証GRT,436,-77,-15.01,"531,000",2026/09/24
5,5,7363,(株)ベビーカレンダー,東証GRT,"1,425",-224,-13.58,"158,000",2026/09/24
6,6,4316,(株)ビーマップ,東証GRT,59,-9,-13.24,"977,600",2026/09/24
7,7,4594,ブライトパス・バイオ(株),東証GRT,53,-8,-13.11,"3,432,400",2026/09/24
8,8,4588,オンコリスバイオファーマ(株),東証GRT,"5,990",-780,-11.52,"2,378,100",2026/09/24
9,9,8143,(株)ラピーヌ,東証STD,163,-20,-10.93,"183,600",2026/09/24
10,10,7709,クボテック(株),東証STD,54,-6,-10.0,"1,017,600",2026/09/24
11,11,3133,(株)海帆,東証GRT,46,-5,-9.8,"1,644,000",2026/09/24
12,12,4893,ノイルイミューン・バイオテック(株),東証GRT,124,-13,-9.49,"405,900",2026/09/24
13,13,6330,東洋エンジニアリング(株),東証PRM,"2,640",-268,-9.22,"8,626,200",2026/09/24
14,14,5542,新報国マテリアル(株),東証STD,"1,127",-109,-8.82,"121,400",2026/09/24
15,15,6098,(株)リクルートホールディングス,東証PRM,"16,000","-1,350",-7.78,"6,254,800",2026/09/24
16,16,3260,(株)エスポア,名証NXT,65,-5,-7.14,"868,800",2026/09/24
17,17,264A,(株)Ｓｃｈｏｏ,東証GRT,310,-22,-6.63,"129,400",2026/09/24
18,18,485A,(株)パワーエックス,東証GRT,"2,247",-157,-6.53,"6,957,300",2026/09/24
19,19,2586,(株)フルッタフルッタ,東証GRT,60,-4,-6.25,"1,983,500",2026/09/24
20,20,6027,弁護士ドットコム(株),東証PRM,"5,300",-350,-6.19,"170,100",2026/09/24
21,21,1515,日鉄鉱業(株),東証PRM,"3,275",-210,-6.03,"440,200",2026/09/24
22,22,6191,(株)エアトリ,東証PRM,"1,545",-99,-6.02,"1,646,900",2026/09/24
23,23,8894,(株)ＲＥＶＯＬＵＴＩＯＮ,東証STD,16,-1,-5.88,"2,254,200",2026/09/24
24,24,4259,(株)エクサウィザーズ,東証GRT,899,-56,-5.86,"1,404,400",2026/09/24
25,25,7946,(株)光陽社,名証MN,349,-21,-5.68,"1,400",2026/09/24
26,26,5071,(株)ヴィス,東証STD,"1,401",-84,-5.66,"223,100",2026/09/24
27,27,338A,(株)ＺｅｎｍｕＴｅｃｈ,東証GRT,"3,230",-190,-5.56,"460,700",2026/09/24
28,28,9514,(株)エフオン,東証STD,341,-20,-5.54,"203,700",2026/09/24
29,29,6721,ウインテスト(株),東証STD,73,-4,-5.19,"826,000",2026/09/24
30,30,590A,ギフティグループ(株),東証PRM,"1,228",-67,-5.17,"219,200",2026/09/24
31,31,619A,(株)オリバー,東証STD,312,-17,-5.17,"2,563,200",2026/09/24
32,32,4082,第一稀元素化学工業(株),東証PRM,"2,322",-126,-5.15,"375,300",2026/09/24
33,33,9973,ＫＯＺＯホールディングス(株),東証STD,19,-1,-5.0,"424,100",2026/09/24
34,34,579A,GX 銀ビジネス,東証ETF,"1,002",-52,-4.93,"8,541",2026/09/24
35,35,4762,(株)エックスネット,東証STD,"2,207",-114,-4.91,"6,800",2026/09/24
36,36,9533,東邦ガス(株),東証PRM,"1,237.5",-63,-4.84,"1,200,200",2026/09/24
37,37,9503,関西電力(株),東証PRM,"2,765.5",-140,-4.82,"8,916,300",2026/09/24
38,38,6226,守谷輸送機工業(株),東証STD,"2,165",-109,-4.79,"178,900",2026/09/24
39,39,3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ(株),東証STD,40,-2,-4.76,"2,999,200",2026/09/24
40,40,4177,(株)ｉ－ｐｌｕｇ,東証GRT,"1,401",-70,-4.76,"27,800",2026/09/24
41,41,7354,(株)ダイレクトマーケティングミックス,東証STD,360,-18,-4.76,"913,600",2026/09/24
42,42,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス(株),東証PRM,"4,970",-247,-4.73,"8,301,000",2026/09/24
43,43,523A,(株)セイワホールディングス,東証GRT,"1,816",-90,-4.72,"203,500",2026/09/24
44,44,1721,コムシスホールディングス(株),東証PRM,"5,593",-275,-4.69,"669,900",2026/09/24
45,45,6976,太陽誘電(株),東証PRM,"8,935",-440,-4.69,"27,368,700",2026/09/24
46,46,9519,(株)レノバ,東証PRM,858,-41,-4.56,"1,443,900",2026/09/24
47,47,2870,iFreeETF NASDAQ100ダブルインバース,東証ETF,"7,199",-343,-4.55,"47,885",2026/09/24
48,48,606A,金2倍ブルETF,東証ETF,"20,680",-965,-4.46,"4,616",2026/09/24
49,49,9532,大阪ガス(株),東証PRM,"5,803",-270,-4.45,"1,640,000",2026/09/24
50,50,9501,東京電力ホールディングス(株),東証PRM,525.4,-24.3,-4.42,"37,922,800",2026/09/24
51,51,4667,アイサンテクノロジー(株),東証STD,"3,260",-150,-4.4,"325,000",2026/09/24
52,52,5707,東邦亜鉛(株),東証PRM,931,-42,-4.32,"488,200",2026/09/24
53,53,3176,三洋貿易(株),東証PRM,"1,136",-51,-4.3,"522,200",2026/09/24
54,54,2805,ヱスビー食品(株),東証STD,"7,590",-340,-4.29,"106,700",2026/09/24
55,55,3773,(株)アドバンスト・メディア,東証GRT,"1,036",-46,-4.25,"30,700",2026/09/24
56,56,6199,(株)セラク,東証STD,"1,401",-62,-4.24,"19,300",2026/09/24
57,57,1783,(株)ｆａｎｔａｓｉｓｔａ,東証STD,68,-3,-4.23,"1,473,900",2026/09/24
58,58,9941,太洋物産(株),東証STD,"1,124",-49,-4.18,"41,800",2026/09/24
59,59,8783,ａｂｃ(株),東証STD,46,-2,-4.17,"557,900",2026/09/24
60,60,2353,日本駐車場開発(株),東証PRM,261,-11,-4.04,"2,312,900",2026/09/24
61,61,7112,(株)キューブ,東証GRT,572,-24,-4.03,"43,900",2026/09/24
62,62,2036,NEXT NOTES 金先物 ダブル・ブル ETN,東証ETF,"152,300","-6,350",-4.0,"4,181",2026/09/24
63,63,3979,(株)うるる,東証GRT,456,-19,-4.0,"21,400",2026/09/24
64,64,6016,(株)ジャパンエンジンコーポレーション,東証STD,"12,010",-500,-4.0,"90,600",2026/09/24
65,65,3153,八洲電機(株),東証PRM,"3,135",-130,-3.98,"86,700",2026/09/24
66,66,8343,(株)秋田銀行,東証PRM,"9,490",-390,-3.95,"252,500",2026/09/24
67,67,4385,(株)メルカリ,東証PRM,"3,554",-145,-3.92,"2,679,900",2026/09/24
