順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,9444,(株)トーシンホールディングス,東証STD,222,+50,29.07,"618,800",2026/05/15
2,2,4351,(株)山田再生系債権回収総合事務所,東証STD,"1,340",+300,28.85,"55,600",2026/05/15
3,3,3551,ダイニック(株),東証STD,"1,298",+263,25.41,"255,300",2026/05/15
4,4,4320,(株)ＣＥホールディングス,東証STD,"1,499",+300,25.02,"31,800",2026/05/15
5,5,5034,(株)ｕｎｅｒｒｙ,東証GRT,"2,633",+500,23.44,"18,000",2026/05/15
6,6,6965,浜松ホトニクス(株),東証PRM,"2,657",+500,23.18,"7,842,200",2026/05/15
7,7,4040,南海化学(株),東証STD,"3,790",+700,22.65,"84,400",2026/05/15
8,8,4980,デクセリアルズ(株),東証PRM,"3,849",+700,22.23,"1,252,400",2026/05/15
9,9,4255,ＴＨＥＣＯＯ(株),東証GRT,"2,226",+400,21.91,"11,900",2026/05/15
10,10,9256,(株)サクシード,東証GRT,"1,724",+300,21.07,"135,900",2026/05/15
11,11,155A,(株)情報戦略テクノロジー,東証GRT,889,+150,20.3,"217,900",2026/05/15
12,12,5989,(株)エイチワン,東証PRM,"1,586",+267,20.24,"1,245,900",2026/05/15
13,13,5892,(株)ｙｕｔｏｒｉ,東証GRT,"2,384",+400,20.16,"28,700",2026/05/15
14,14,5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ(株),東証GRT,482,+80,19.9,"654,300",2026/05/15
15,15,6925,ウシオ電機(株),東証PRM,"4,239",+700,19.78,"236,500",2026/05/15
16,16,4392,ＦＩＧ(株),東証PRM,910,+150,19.74,"1,215,800",2026/05/15
17,17,7014,(株)名村造船所,東証STD,"4,375",+700,19.05,"3,007,100",2026/05/15
18,18,7600,(株)日本エム・ディ・エム,東証PRM,630,+100,18.87,"87,800",2026/05/15
19,19,5644,(株)メタルアート,東証STD,"6,480","+1,000",18.25,"1,100",2026/05/15
