順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,6548,(株)旅工房,東証GRT,136,+34,33.33,"3,819,100",2026/06/15
2,2,7435,(株)ナ・デックス,東証STD,"1,393",+300,27.45,"519,900",2026/06/15
3,3,6387,サムコ(株),東証PRM,"15,200","+2,900",23.58,"480,600",2026/06/15
4,4,6327,北川精機(株),東証STD,"3,745",+700,22.99,"550,600",2026/06/15
5,5,6976,太陽誘電(株),東証PRM,"19,285","+3,560",22.64,"36,041,200",2026/06/15
6,6,7084,(株)Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,東証GRT,"2,339",+400,20.63,"1,100",2026/06/15
7,7,460A,ＢＲＡＮＵ(株),東証GRT,885,+150,20.41,"223,400",2026/06/15
8,8,5367,(株)ニッカトー,東証STD,"1,410",+238,20.31,"3,851,300",2026/06/15
9,9,7083,ＡＨＣグループ(株),東証GRT,897,+150,20.08,"80,000",2026/06/15
10,10,4179,(株)ジーネクスト,東証GRT,600,+100,20.0,"50,300",2026/06/15
11,11,9237,(株)笑美面,東証GRT,612,+100,19.53,"8,800",2026/06/15
12,12,4062,イビデン(株),東証PRM,"22,750","+3,645",19.08,"9,816,600",2026/06/15
13,13,281A,インフォメティス(株),東証GRT,634,+100,18.73,"27,200",2026/06/15
14,14,6966,(株)三井ハイテック,東証PRM,958,+150,18.56,"552,500",2026/06/15
15,15,3436,(株)ＳＵＭＣＯ,東証PRM,"4,305",+652,17.85,"18,322,400",2026/06/15
16,16,6981,(株)村田製作所,東証PRM,"10,060","+1,504",17.58,"28,135,700",2026/06/15
17,17,5856,(株)エルアイイーエイチ,東証STD,7,+1,16.67,"7,107,400",2026/06/15
18,18,4446,Ｌｉｎｋ－Ｕグループ(株),東証PRM,730,+100,15.87,"32,900",2026/06/15
19,19,6264,(株)マルマエ,東証PRM,"2,660",+345,14.9,"3,123,100",2026/06/15
20,20,4462,石原ケミカル(株),東証PRM,"3,645",+470,14.8,"222,500",2026/06/15
21,21,6997,日本ケミコン(株),東証PRM,"4,790",+615,14.73,"1,541,200",2026/06/15
22,22,3480,(株)ジェイ・エス・ビー,東証PRM,"7,930","+1,000",14.43,"4,800",2026/06/15
23,23,3441,(株)山王,東証STD,"2,688",+319,13.47,"306,500",2026/06/15
24,24,1801,大成建設(株),東証PRM,"15,165","+1,790",13.38,"1,499,800",2026/06/15
25,25,556A,犬猫生活(株),東証GRT,"3,380",+395,13.23,"103,000",2026/06/15
26,26,4691,ワシントンホテル(株),東証STD,"2,190",+252,13.0,"216,600",2026/06/15
27,27,6266,タツモ(株),東証PRM,"4,175",+475,12.84,"352,900",2026/06/15
28,28,6361,荏原,東証PRM,"6,204",+698,12.68,"4,425,200",2026/06/15
29,29,6018,阪神内燃機工業(株),東証STD,"5,700",+640,12.65,"2,400",2026/06/15
30,30,6498,(株)キッツ,東証PRM,"2,541",+282,12.48,"696,200",2026/06/15
31,31,6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,東証PRM,"9,958","+1,083",12.2,"9,036,400",2026/06/15
32,32,212A,フィットイージー(株),東証PRM,"2,579",+280,12.18,"869,500",2026/06/15
33,33,3350,(株)メタプラネット,東証STD,260,+28,12.07,"24,700,600",2026/06/15
